id,title,brand,season,gender,color,category,detail,hashtag,image,url,style,temperature
79,루즈핏 빅 그래픽 맨투맨 민트,엄브로,2020  F/W,['남'],민트,상의,맨투맨/스웨트셔츠,"['#MENS루즈핏빅그래픽맨투맨', '#축구']",https://image.msscdn.net/images/goods_img/20200818/1552571/1552571_1_500.jpg,https://store.musinsa.com/app/product/detail/1552571/0,캐주얼,17.0
80,루즈핏 빅 그래픽 맨투맨 오트밀,엄브로,2020  F/W,['남'],라이트 그레이,상의,맨투맨/스웨트셔츠,"['#MENS루즈핏빅그래픽맨투맨', '#축구']",https://image.msscdn.net/images/goods_img/20200818/1552563/1552563_1_500.jpg,https://store.musinsa.com/app/product/detail/1552563/0,캐주얼,17.0
81,SS 유소년 스트라이커 4 저지_725974-739,나이키,병행수입,['남'],노란색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523916/1523916_1_500.jpg,https://store.musinsa.com/app/product/detail/1523916/0,캐주얼,23.0
82,SS 유소년 스트라이커 4 저지_725974-410,나이키,병행수입,['남'],네이비,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523917/1523917_1_500.jpg,https://store.musinsa.com/app/product/detail/1523917/0,캐주얼,23.0
83,루즈핏 빅 그래픽 맨투맨 블랙,엄브로,2020  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#MENS루즈핏빅그래픽맨투맨', '#축구']",https://image.msscdn.net/images/goods_img/20200818/1552569/1552569_1_500.jpg,https://store.musinsa.com/app/product/detail/1552569/0,캐주얼,17.0
84,SS 스트라이커 4 저지_725892-739,나이키,병행수입,['남'],노란색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523919/1523919_1_500.jpg,https://store.musinsa.com/app/product/detail/1523919/0,캐주얼,23.0
85,SS 스트라이커 4 저지_725892-657,나이키,병행수입,['남'],빨간색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523920/1523920_1_500.jpg,https://store.musinsa.com/app/product/detail/1523920/0,캐주얼,23.0
86,SS 스트라이커 4 저지_725892-463,나이키,병행수입,['남'],파란색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523921/1523921_1_500.jpg,https://store.musinsa.com/app/product/detail/1523921/0,캐주얼,23.0
87,SS 스트라이커 4 저지_725892-410,나이키,병행수입,['남'],네이비,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523923/1523923_1_500.jpg,https://store.musinsa.com/app/product/detail/1523923/0,캐주얼,23.0
88,SS 스트라이커 4 저지_725892-100,나이키,병행수입,['남'],흰색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523924/1523924_1_500.jpg,https://store.musinsa.com/app/product/detail/1523924/0,캐주얼,23.0
89,SS 스트라이커 4 저지_725892-010,나이키,병행수입,['남'],검정색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200722/1523925/1523925_1_500.jpg,https://store.musinsa.com/app/product/detail/1523925/0,캐주얼,23.0
90,F204WHD732 우먼스 엔에프엘 후디 BLACK,엔에프엘,2020  F/W,['남'],검정색,상의,후드 티셔츠,"['#엔에프엘후드티', '#후드티셔츠', '#여자후드티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200820/1558205/1558205_1_500.jpg,https://store.musinsa.com/app/product/detail/1558205/0,캐주얼,17.0
91,UNISEX EASY SOFT SWEATSHIRT JOGGER SET-UP GREY,언아웃핏,2020  F/W,['남'],회색,상의,맨투맨/스웨트셔츠,"['#나일론', '#남녀공용', '#루즈핏', '#세트', '#셋업', '#스웨트셔츠', '#조거팬츠']",https://image.msscdn.net/images/goods_img/20200819/1554269/1554269_1_500.jpg,https://store.musinsa.com/app/product/detail/1554269/0,캐주얼,17.0
92,UNISEX EASY SOFT SWEATSHIRT JOGGER SET-UP BLACK,언아웃핏,2020  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#나일론', '#남녀공용', '#루즈핏', '#세트', '#셋업', '#스웨트셔츠', '#조거팬츠']",https://image.msscdn.net/images/goods_img/20200819/1554304/1554304_1_500.jpg,https://store.musinsa.com/app/product/detail/1554304/0,캐주얼,17.0
93,클럽엠브로이드 반팔_ AR4997-101,나이키,병행수입,['남'],흰색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200803/1535659/1535659_1_500.jpg,https://store.musinsa.com/app/product/detail/1535659/0,캐주얼,23.0
94,클럽엠브로이드 반팔_AR4997-010,나이키,병행수입,['남'],검정색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200803/1535661/1535661_1_500.jpg,https://store.musinsa.com/app/product/detail/1535661/0,캐주얼,23.0
95,(165262405) 퍼베이어스 오브 디센트 반팔티 WHITE,오베이,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#오베이반팔티', '#오베이반팔', '#오베이티셔츠', '#남자반팔티', '#여자반팔티', '#남자티셔츠', '#여자티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558382/1558382_1_500.jpg,https://store.musinsa.com/app/product/detail/1558382/0,캐주얼,23.0
96,[SET] NYLON METAL CREWNECK SET-UP_Black,코드그라피,2020  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#셋업', '#조거팬츠', '#트레이닝세트', '#카고조거팬츠']",https://image.msscdn.net/images/goods_img/20200731/1533331/1533331_1_500.jpg,https://store.musinsa.com/app/product/detail/1533331/0,캐주얼,17.0
97,APOLLO COLLECTION CREW LOGO SWEAT-SHIRTS GRAY,비욘드클로젯,2020  F/W,['남'],회색,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#오버핏', '#유니섹스', '#아폴로컬렉션']",https://image.msscdn.net/images/goods_img/20200819/1556783/1556783_1_500.jpg,https://store.musinsa.com/app/product/detail/1556783/0,포멀,17.0
98,면혼방 솔리드 후드 티셔츠 T32A7TTO022MT5 CBK,타미진스,2020  S/S,['남'],네이비,상의,후드 티셔츠,"['#T32A7TTO022MT5', '#티셔츠', '#T-SHIRTS']",https://image.msscdn.net/images/goods_img/20200819/1553391/1553391_1_500.jpg,https://store.musinsa.com/app/product/detail/1553391/0,ALL,17.0
99,[SET] NYLON METAL CREWNECK SET-UP_Brown,코드그라피,2020  F/W,['남'],갈색,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#셋업', '#조거팬츠', '#트레이닝세트', '#카고조거팬츠']",https://image.msscdn.net/images/goods_img/20200731/1533332/1533332_1_500.jpg,https://store.musinsa.com/app/product/detail/1533332/0,캐주얼,17.0
100,[SET] NYLON METAL CREWNECK SET-UP_Khaki,코드그라피,2020  F/W,['남'],카키,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#셋업', '#조거팬츠', '#트레이닝세트', '#카고조거팬츠']",https://image.msscdn.net/images/goods_img/20200731/1533333/1533333_1_500.jpg,https://store.musinsa.com/app/product/detail/1533333/0,캐주얼,17.0
101,[SET] STARK TECH CREWNECK_Black,코드그라피,2020  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#셋업', '#조거팬츠', '#바람막이', '#트레이닝세트']",https://image.msscdn.net/images/goods_img/20200731/1533334/1533334_1_500.jpg,https://store.musinsa.com/app/product/detail/1533334/0,캐주얼,17.0
102,[SET] STARK TECH CREWNECK_Charcoal,코드그라피,2020  F/W,['남'],다크 그레이,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#셋업', '#조거팬츠', '#트레이닝세트', '#바람막이']",https://image.msscdn.net/images/goods_img/20200731/1533335/1533335_3_500.jpg,https://store.musinsa.com/app/product/detail/1533335/0,캐주얼,17.0
103,[SET] STARK TECH CREWNECK_L.Grey,코드그라피,2020  F/W,['남'],라이트 그레이,상의,맨투맨/스웨트셔츠,"['#맨투맨', '#셋업', '#조거팬츠', '#트레이닝세트', '#바람막이']",https://image.msscdn.net/images/goods_img/20200731/1533336/1533336_5_500.jpg,https://store.musinsa.com/app/product/detail/1533336/0,캐주얼,17.0
104,[PACKAGE] CGP BASIC CREWNECK,코드그라피,2020  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#기모맨투맨', '#로고맨투맨', '#맨투맨', '#스웻셔츠', '#트레이닝세트']",https://image.msscdn.net/images/goods_img/20200731/1533339/1533339_1_500.jpg,https://store.musinsa.com/app/product/detail/1533339/0,캐주얼,17.0
105,[SET] CGP BASIC CREWNECK,코드그라피,2020  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#로고맨투맨', '#기모맨투맨', '#스웻셔츠', '#맨투맨', '#트레이닝세트']",https://image.msscdn.net/images/goods_img/20200803/1535503/1535503_1_500.jpg,https://store.musinsa.com/app/product/detail/1535503/0,캐주얼,17.0
106,(165262413) 오가닉 플라워 반팔티 WHITE,오베이,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#오베이반팔', '#오베이반팔티', '#오베이티셔츠', '#남자티셔츠', '#여자티셔츠', '#남자반팔티', '#여자반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558383/1558383_1_500.jpg,https://store.musinsa.com/app/product/detail/1558383/0,캐주얼,23.0
107,BEGINNING [TK00221],타르켓,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#반팔티', '#티셔츠', '#반팔티셔츠', '#그래픽티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558322/1558322_1_500.jpg,https://store.musinsa.com/app/product/detail/1558322/0,ALL,23.0
108,(165262413) 오가닉 플라워 반팔티 BLACK,오베이,병행수입,['남'],검정색,상의,반팔 티셔츠,"['#오베이반팔', '#오베이반팔티', '#오베이티셔츠', '#남자반팔티', '#여자반팔티', '#남자티셔츠', '#여자티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558384/1558384_1_500.jpg,https://store.musinsa.com/app/product/detail/1558384/0,캐주얼,23.0
109,ROSE [TK00220],타르켓,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#반팔티셔츠', '#티셔츠', '#반팔티', '#그래픽티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558318/1558318_1_500.jpg,https://store.musinsa.com/app/product/detail/1558318/0,ALL,23.0
110,(165262406) 페이스 컬리지 반팔티 WHITE,오베이,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#오베이반팔티', '#오베이반팔', '#오베이티셔츠', '#남자티셔츠', '#여자티셔츠', '#남자반팔티', '#여자반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558385/1558385_1_500.jpg,https://store.musinsa.com/app/product/detail/1558385/0,캐주얼,23.0
111,(165262406) 페이스 컬리지 반팔티 BLACK,오베이,병행수입,['남'],검정색,상의,반팔 티셔츠,"['#오베이반팔', '#오베이반팔티', '#오베이티셔츠', '#남자반팔티', '#여자반팔티', '#남자티셔츠', '#여자티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558386/1558386_1_500.jpg,https://store.musinsa.com/app/product/detail/1558386/0,캐주얼,23.0
112,(165262411) 컨포미티 스탠다드 반팔티 BLACK,오베이,병행수입,['남'],검정색,상의,반팔 티셔츠,"['#오베이반팔티', '#오베이반팔', '#오베이티셔츠', '#남자티셔츠', '#여자티셔츠', '#남자반팔티', '#여자반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558387/1558387_1_500.jpg,https://store.musinsa.com/app/product/detail/1558387/0,캐주얼,23.0
113,(165262411) 컨포미티 스탠다드 반팔티 WHITE,오베이,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#오베이반팔', '#오베이반팔티', '#오베이티셔츠', '#남자티셔츠', '#여자티셔츠', '#남자반팔티', '#여자반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558388/1558388_1_500.jpg,https://store.musinsa.com/app/product/detail/1558388/0,캐주얼,23.0
114,(165262349) 볼드 반팔티 ROYAL BLUE,오베이,병행수입,['남'],파란색,상의,반팔 티셔츠,"['#오베이반팔티', '#오베이반팔', '#오베이티셔츠', '#남자티셔츠', '#여자티셔츠', '#남자반팔티', '#여자반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558389/1558389_1_500.jpg,https://store.musinsa.com/app/product/detail/1558389/0,캐주얼,23.0
115,(165262142) 아이즈 아이콘 2 반팔티 BLACK,오베이,병행수입,['남'],검정색,상의,반팔 티셔츠,"['#오베이반팔', '#오베이반팔티', '#오베이티셔츠', '#남자티셔츠', '#여자티셔츠', '#남자반팔티', '#여자반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558390/1558390_1_500.jpg,https://store.musinsa.com/app/product/detail/1558390/0,캐주얼,23.0
116,면 혼방 레귤러핏 로고 프린트 맨투맨 티셔츠 T32A6TTO021WT2 BDS,타미진스,2020  S/S,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#탑', '#T32A6TTO021WT2', '#TOP']",https://image.msscdn.net/images/goods_img/20200819/1553394/1553394_1_500.jpg,https://store.musinsa.com/app/product/detail/1553394/0,ALL,17.0
117,면혼방 솔리드 후드 티셔츠 T32A7TTO022MT5 P01,타미진스,2020  S/S,['남'],라이트 그레이,상의,후드 티셔츠,"['#티셔츠', '#T-SHIRTS', '#T32A7TTO022MT5']",https://image.msscdn.net/images/goods_img/20200819/1553390/1553390_1_500.jpg,https://store.musinsa.com/app/product/detail/1553390/0,ALL,17.0
118,(165262369) 올 댓 매터스 반팔티 BLACK,오베이,병행수입,['남'],검정색,상의,반팔 티셔츠,"['#오베이반팔티', '#오베이반팔', '#오베이티셔츠', '#남자반팔티', '#여자반팔티', '#반팔티추천']",https://image.msscdn.net/images/goods_img/20200821/1558391/1558391_1_500.jpg,https://store.musinsa.com/app/product/detail/1558391/0,캐주얼,23.0
119,(165262369) 올 댓 매터스 반팔티 WHITE,오베이,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#오베이반팔티', '#오베이반팔', '#오베이티셔츠', '#남자반팔티', '#여자반팔티', '#반팔티추천']",https://image.msscdn.net/images/goods_img/20200821/1558392/1558392_1_500.jpg,https://store.musinsa.com/app/product/detail/1558392/0,캐주얼,23.0
120,(165262371) 레지스턴스 반팔티 WHITE,오베이,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#오베이티셔츠', '#오베이반팔티', '#오베이반팔', '#남자반팔티', '#여자반팔티', '#반팔티']",https://image.msscdn.net/images/goods_img/20200821/1558393/1558393_1_500.jpg,https://store.musinsa.com/app/product/detail/1558393/0,캐주얼,23.0
121,BASKET BALL RING T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558378/1558378_1_500.jpg,https://store.musinsa.com/app/product/detail/1558378/0,캐주얼,23.0
122,TOMATO BALL T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558377/1558377_1_500.jpg,https://store.musinsa.com/app/product/detail/1558377/0,캐주얼,23.0
123,SMALL BALL DAISY T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558376/1558376_1_500.jpg,https://store.musinsa.com/app/product/detail/1558376/0,캐주얼,23.0
124,BIG BALL DAISY T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558375/1558375_1_500.jpg,https://store.musinsa.com/app/product/detail/1558375/0,캐주얼,23.0
125,LAYBACK JESUS T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558374/1558374_1_500.jpg,https://store.musinsa.com/app/product/detail/1558374/0,캐주얼,23.0
126,JESUS MICHAEL T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558373/1558373_1_500.jpg,https://store.musinsa.com/app/product/detail/1558373/0,캐주얼,23.0
127,DOUBLE COMBIE T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558372/1558372_1_500.jpg,https://store.musinsa.com/app/product/detail/1558372/0,캐주얼,23.0
128,CONTINUE LOGO T-SHIRTS - YELLOW,트립션,2020  S/S,['남'],노란색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558371/1558371_1_500.jpg,https://store.musinsa.com/app/product/detail/1558371/0,캐주얼,23.0
129,BASKET BALL RING T-SHIRTS - WHITE,트립션,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558370/1558370_1_500.jpg,https://store.musinsa.com/app/product/detail/1558370/0,캐주얼,23.0
130,TOMATO BALL T-SHIRTS - WHITE,트립션,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558369/1558369_1_500.jpg,https://store.musinsa.com/app/product/detail/1558369/0,캐주얼,23.0
131,SMALL BALL DAISY T-SHIRTS - WHITE,트립션,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558368/1558368_1_500.jpg,https://store.musinsa.com/app/product/detail/1558368/0,캐주얼,23.0
132,BIG BALL DAISY T-SHIRTS - WHITE,트립션,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#오버핏', '#로고', '#프린팅', '#반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200821/1558367/1558367_1_500.jpg,https://store.musinsa.com/app/product/detail/1558367/0,캐주얼,23.0
